,train_loss,validation_loss,train_accuracy,validation_accuracy
0,0.4234812838480184,0.3929336033931323,0.89754,0.9069
1,0.3666199489515046,0.3438402942417046,0.91326,0.9204
2,0.338859229638347,0.3210246921614354,0.92364,0.9294
3,0.3174606302700842,0.3011604865953255,0.93232,0.9363
4,0.3040816315506285,0.2918288069282828,0.93704,0.9418
5,0.292719647072108,0.28303187112301953,0.94338,0.9486
6,0.2841399457153753,0.27771053458057443,0.94562,0.9503
7,0.27871941443310655,0.2731445915270319,0.94914,0.9523
8,0.2706058513194357,0.2674832883083119,0.95228,0.9545
9,0.26886911975808103,0.2639175019327555,0.9546,0.956
10,0.26615834008434475,0.26366217802823894,0.95574,0.9584
11,0.26149012481160144,0.2601582229998468,0.95854,0.9594
12,0.25698874044401365,0.25579380015679287,0.95926,0.962
13,0.25529783479658064,0.2571989160116782,0.96038,0.9625
14,0.2544481009332465,0.25732508891292155,0.961,0.9607
15,0.25439994171233277,0.25492044898066973,0.96274,0.9637
16,0.2501816026456331,0.25187038300172604,0.96382,0.964
17,0.2494987004869734,0.25230155802791016,0.9641,0.9641
18,0.24656721787912392,0.2499568030241971,0.96564,0.9658
19,0.24668890237817814,0.25058156900500184,0.96606,0.965
20,0.24698432610981308,0.2509753745226321,0.96602,0.9663
21,0.24662137842018575,0.2502269222920071,0.96662,0.9663
22,0.24462314074324218,0.24840005503478266,0.96668,0.9664
23,0.24313946887107005,0.248306837017712,0.96788,0.9666
24,0.24104278060964263,0.2449614595873719,0.96946,0.9678
25,0.24214901220943788,0.24747581686641393,0.96878,0.9675
26,0.24101681662625582,0.24680658364446809,0.96976,0.9672
27,0.24116385211673377,0.2462414089293316,0.97002,0.9678
28,0.24285226264999302,0.24829078360475812,0.97006,0.9673
29,0.23901212758927867,0.24483685844534245,0.9702,0.9687
30,0.2393174312283264,0.24490992841197276,0.97034,0.9689
31,0.23765969479736626,0.2436808184767788,0.97116,0.9701
32,0.23965269973651265,0.2450079107571186,0.9705,0.9685
33,0.23784547750279098,0.24460158676168095,0.97088,0.9687
34,0.2372057513334671,0.24356620720004662,0.9716,0.9697
35,0.2373936130978409,0.24321665285702634,0.97128,0.9691
36,0.23694517658551903,0.24232089201640314,0.97178,0.9695
37,0.2359328634801929,0.24223440716342234,0.97316,0.9701
38,0.2370266767232965,0.2433391848380076,0.9719,0.9692
39,0.23612914502357124,0.24390372775875285,0.97234,0.9704
40,0.2354472910911015,0.24139180766184354,0.9731,0.9705
41,0.2354565591133445,0.24139443379302677,0.97296,0.9706
42,0.2354960516739822,0.24069278969385863,0.97314,0.9706
43,0.2341492984726683,0.24008155183841054,0.9731,0.9708
44,0.23426921424547537,0.24165778138625527,0.97238,0.9711
45,0.23387054121897055,0.24133661626577546,0.97316,0.9705
46,0.23481870911402886,0.24145738909646217,0.97274,0.9704
47,0.2341203156570118,0.2413474406051353,0.97314,0.9711
48,0.2336534580777814,0.2397074485498204,0.97366,0.9717
49,0.23790534089822776,0.24483089296761112,0.97268,0.9699
50,0.23498514353999517,0.24075018853367872,0.97288,0.9712
51,0.23360027794361676,0.2408038376781805,0.97342,0.9712
52,0.23265786591453672,0.2395555606037579,0.974,0.9718
53,0.23268091710694672,0.23930472302593006,0.97348,0.9708
54,0.23295150557323796,0.24066929123559963,0.9738,0.9719
55,0.23225331457420378,0.23858876281023078,0.97458,0.9714
56,0.23183548992633787,0.23884169104133893,0.9746,0.9714
57,0.23224076956133177,0.23913991875599538,0.97448,0.9719
58,0.23331258081695372,0.24133083399646948,0.9739,0.9707
59,0.23113055403381091,0.2389063643942843,0.97438,0.9713
60,0.23199189973344825,0.23996510813523703,0.97446,0.9719
61,0.23348354224458462,0.23976697199381267,0.97406,0.9709
62,0.23212590031341102,0.24020469992305743,0.97372,0.9708
63,0.23172321048495834,0.23931911148054102,0.97374,0.9718
64,0.23221283980417684,0.2396227586920106,0.97442,0.971
65,0.23368471975941857,0.24106073135919653,0.97302,0.9707
66,0.230050264594242,0.23788616148391434,0.975,0.9721
67,0.2303713468437456,0.2373214223112807,0.97564,0.9715
68,0.23182648117314575,0.23932718766085556,0.97488,0.9722
69,0.23005266885659825,0.23686542200219576,0.9754,0.9731
70,0.23090052464687083,0.23869336668510996,0.97462,0.9708
71,0.23298018346274035,0.24008774780753128,0.97436,0.9716
72,0.23154901166742256,0.23977881355975278,0.97434,0.9722
73,0.23070164692724715,0.23926395060565203,0.97492,0.9718
74,0.23002559736591494,0.23773263055052565,0.976,0.9714
75,0.22958105755796315,0.23714828838287721,0.97522,0.9724
76,0.22992833287592176,0.23745959117943438,0.97524,0.9724
77,0.23129967703632429,0.2386097828039205,0.9747,0.9716
78,0.23002290704025508,0.23799640558642046,0.97574,0.9725
79,0.2307446519958453,0.23851045731533727,0.97542,0.9723
80,0.22936433363263595,0.23659596928951607,0.97528,0.9728
81,0.22946336803798967,0.23646125549422292,0.97616,0.974
82,0.2289402106145561,0.23701703718567887,0.97574,0.9737
83,0.22980874992272926,0.23827379346120114,0.97546,0.9737
84,0.2297808349685525,0.23751294450856492,0.9757,0.9717
85,0.22919425325755097,0.23758755578127994,0.9755,0.9729
86,0.23062723074122113,0.23869895737137234,0.97548,0.9721
87,0.22845085852436786,0.23688361174495054,0.97632,0.9737
88,0.2296681540014581,0.2394538880884117,0.9749,0.9723
89,0.22868278174609016,0.23754635274577515,0.9764,0.9727
90,0.23119597706972309,0.23827940631360453,0.97444,0.971
91,0.2286491944563425,0.23644745552546448,0.97586,0.9729
92,0.22870824178206323,0.23774201131147202,0.97624,0.9725
93,0.2280403915465958,0.2351690202438125,0.97644,0.9721
94,0.22816709910816071,0.23700971198023998,0.97646,0.9727
95,0.2276330864418551,0.23578701272923813,0.97654,0.9725
96,0.22986062134364788,0.23794382783631743,0.97564,0.9724
97,0.22803874489914955,0.23659592450761227,0.9764,0.973
98,0.229664002259843,0.2380213001592042,0.97592,0.9722
99,0.23078751422466748,0.23869488765640687,0.97606,0.9731
100,0.22951176533104053,0.2386067068518227,0.97574,0.9724
101,0.22895188596203744,0.23720151956840618,0.97588,0.9731
102,0.22826827322028645,0.23713067260487877,0.9757,0.9728
103,0.22841464372068923,0.23739582695526132,0.97624,0.9727
104,0.22741906962436928,0.2356449384147168,0.97652,0.9732
105,0.22846127678097286,0.23733276246730123,0.97634,0.9724
106,0.22986602034155007,0.23837908906223676,0.9756,0.9724
107,0.2277591057062303,0.2362141810909492,0.97614,0.9727
108,0.22757142026518495,0.2362600702674953,0.97644,0.9729
109,0.22880544545440684,0.23709389722525623,0.97484,0.9724
110,0.2280281390823845,0.23671798845727274,0.97598,0.9726
111,0.22760380239267133,0.2358855024493484,0.97636,0.9729
112,0.22841690219110006,0.23706994928757263,0.97604,0.9726
113,0.22899604775868757,0.2368535737652519,0.97562,0.9721
114,0.22723501291515685,0.23626680310320347,0.97714,0.9735
115,0.22908472700118382,0.2375217989490204,0.97536,0.9726
116,0.22804641225529348,0.23676520088213435,0.97666,0.9728
117,0.22736094551923733,0.23654209517342822,0.97662,0.9731
118,0.22727346485868147,0.23675765140402624,0.97656,0.9731
119,0.23104561845643654,0.23946627846936822,0.9758,0.9727
