,train_loss,validation_loss,train_accuracy,validation_accuracy
0,0.648244324688735,0.6097947411821355,0.8481,0.8638
1,0.4986299683476267,0.46566305026126736,0.88766,0.8994
2,0.461157262461583,0.43160545301327397,0.89882,0.9082
3,0.4403716401623833,0.412686949706197,0.90606,0.9152
4,0.4268437383902305,0.40244236304659914,0.91018,0.9181
5,0.4183780636706921,0.39427153392685693,0.91562,0.9205
6,0.4095366024578594,0.3886188273420807,0.91748,0.9244
7,0.4024791389169209,0.38279348345765496,0.92128,0.9267
8,0.3952224297221499,0.37681690687742214,0.92386,0.9295
9,0.39025689352499143,0.37329433844964693,0.927,0.9313
10,0.3863632806254371,0.3704397620185025,0.92968,0.9332
11,0.38148492396352757,0.36603378716948465,0.93166,0.9367
12,0.3779236707669536,0.36386954634236984,0.93216,0.9371
13,0.37726936960180335,0.36427744183637334,0.93446,0.9387
14,0.37121861549314333,0.3583732767468611,0.93668,0.9414
15,0.368672766612962,0.3560788390898862,0.9381,0.9437
16,0.3680251159846704,0.35569275320480037,0.9379,0.9437
17,0.36445815470438836,0.35308016307970636,0.94028,0.9459
18,0.36208489973011504,0.3514508725600324,0.94178,0.9466
19,0.3619296185394199,0.35178594526648965,0.94226,0.9476
20,0.3596664022124376,0.35021011041307337,0.94218,0.9472
21,0.3579686074600748,0.3496734937170129,0.94352,0.9484
22,0.3564011741313942,0.34740550121473174,0.94452,0.9499
23,0.3556999699448155,0.3477123120844481,0.9456,0.9503
24,0.35434244415243493,0.34627762047065314,0.946,0.9512
25,0.35277225852884586,0.3446824007543623,0.947,0.9519
26,0.35249899121169653,0.3448530810299295,0.94734,0.9513
27,0.3512672954036042,0.34339069942287687,0.94784,0.9533
28,0.3514745827186881,0.3432878332017151,0.94768,0.9532
29,0.3495048659440585,0.34126013847096426,0.94874,0.9537
30,0.3492799107291842,0.3424540806061318,0.9488,0.9524
31,0.3493196671191533,0.34217737734795217,0.94968,0.9551
32,0.3472386798074453,0.34035544728016626,0.94998,0.9552
33,0.3467650462827215,0.34038603091323,0.95008,0.9555
34,0.34653825479316747,0.34008761594796977,0.94996,0.9557
35,0.34625533460154473,0.3390850793743461,0.95078,0.9555
36,0.3464908694048251,0.33982813926719474,0.9507,0.9556
37,0.3447188031720638,0.3380074100386013,0.95236,0.9579
38,0.3440738254830781,0.33730766341597834,0.95244,0.9569
39,0.3431310386109823,0.3367987870486437,0.95218,0.9571
40,0.3437922514627954,0.3376401536573978,0.95258,0.9576
41,0.3424001239016089,0.3362377962785812,0.95296,0.9581
42,0.34282549718428607,0.3371867927619609,0.95318,0.9582
43,0.34183699939948103,0.33537047754222044,0.95288,0.958
44,0.34102274652726544,0.33466301465098097,0.95418,0.9589
45,0.34175830141364716,0.3363317698299941,0.9538,0.9584
46,0.34142239743384073,0.33576422294505426,0.95388,0.9584
47,0.33992293419331365,0.3344756686439383,0.95468,0.9588
48,0.34026208370724437,0.33435395542764,0.95422,0.9584
49,0.3406889202127123,0.334808099653369,0.95384,0.9586
50,0.3403550364730753,0.3347601989246469,0.9543,0.957
51,0.339340590039269,0.33324457838320876,0.9548,0.9591
52,0.338826568650932,0.33401954610956813,0.95488,0.9592
53,0.3383779163713331,0.3333513927337011,0.95532,0.9586
54,0.33899751478685314,0.3340584765357748,0.95518,0.959
55,0.33758948554512486,0.3325029373170254,0.95586,0.9591
56,0.3376439451136273,0.33195250796216397,0.95608,0.9602
57,0.3376930519096178,0.3319491144510076,0.95594,0.96
58,0.3368733048063847,0.33190942815929925,0.95596,0.9599
59,0.3376365386950094,0.33275026488991954,0.95624,0.9599
60,0.3374982161144128,0.33194855615136876,0.95598,0.96
61,0.336454806901573,0.33132698950993655,0.95662,0.9601
