,train_loss,validation_loss,train_accuracy,validation_accuracy
0,0.37235815186288235,0.3475995701701912,0.90178,0.9108
1,0.32440832025220223,0.3067751045290376,0.91392,0.9192
2,0.2788309420755777,0.26666113136770514,0.9292,0.9337
3,0.24642316574096518,0.24017992622887702,0.94252,0.9464
4,0.2277725008183058,0.22557163122326807,0.9482,0.9529
5,0.2171107232934714,0.21883713838312405,0.95184,0.9536
6,0.19954720828652595,0.20361370703250517,0.95974,0.9589
7,0.1899328246477782,0.19755307332268018,0.9632,0.9611
8,0.1835013028690069,0.19249164454209705,0.96622,0.9648
9,0.1780296721090401,0.18960390915365155,0.9691,0.9641
10,0.17455682022830715,0.18760520209040282,0.97076,0.9658
11,0.16968131463593514,0.18648438675871135,0.97298,0.9667
12,0.16851515548619203,0.18660448018988546,0.97346,0.9669
13,0.16540421122350066,0.18528656706059918,0.97414,0.9673
14,0.1616104651998437,0.18106254654256965,0.97576,0.9676
15,0.1614894439021666,0.1809974870883629,0.97714,0.9693
16,0.15864279685211163,0.17737089624909264,0.97818,0.9703
17,0.15794104915741827,0.17989864645967493,0.97798,0.9691
18,0.15940233267542694,0.18028705884370477,0.97848,0.9709
19,0.15477650793342218,0.17469619362995986,0.98008,0.9729
20,0.1587898799265994,0.1784836339100683,0.97898,0.9717
21,0.15334310545504495,0.17660913733403633,0.98114,0.9726
22,0.15509303028131216,0.1758390630936227,0.98154,0.972
23,0.1522040883437238,0.17509753111213275,0.98186,0.9731
24,0.15228440922531844,0.17639907475744124,0.98214,0.9728
25,0.1502012326614154,0.17416287192912822,0.98314,0.9731
26,0.14922398287023608,0.1726295326832198,0.98314,0.9743
27,0.1507497460278155,0.17568025096983167,0.98318,0.9733
28,0.1502488430572476,0.17444444949855115,0.98324,0.973
29,0.15049073712744912,0.17496740925126636,0.9835,0.9744
30,0.15016755854213823,0.17630833631074766,0.98326,0.9745
31,0.14705365679470023,0.17147355700269873,0.98484,0.9756
32,0.14769432835526014,0.17194692304707412,0.98484,0.9745
33,0.14687195258524316,0.1714199594969542,0.98536,0.9746
34,0.14748457870372977,0.17200821864898633,0.9852,0.9759
35,0.14804733159399366,0.17463757129740212,0.9846,0.9752
36,0.14611929811504054,0.17123362493755553,0.9859,0.976
37,0.14634276828598822,0.17237012156319886,0.98594,0.9752
38,0.14561979093988547,0.17278914709379875,0.98566,0.9759
39,0.14527236490263679,0.17221901870737993,0.9861,0.9767
40,0.14565985852100402,0.17209165740919063,0.98578,0.9751
41,0.14635550180075846,0.17345869914254541,0.98546,0.9742
42,0.1465167759324128,0.172992263900983,0.98584,0.9757
43,0.144340107676171,0.17101568759893626,0.98644,0.9747
44,0.14485733647966398,0.1702592149131642,0.9867,0.9766
45,0.14405425546697095,0.1720910060803653,0.98632,0.9759
46,0.14466312200061504,0.1708964651747049,0.98654,0.9767
47,0.1444988300501331,0.17047645055576807,0.98652,0.9763
48,0.14371619447004108,0.16963807186237925,0.98676,0.9769
49,0.14455700750398384,0.17084232922088655,0.98634,0.9765
50,0.14670157848239357,0.17198395687851928,0.9864,0.9761
51,0.14378870840937252,0.17193915325116807,0.98698,0.9758
52,0.1448030997119493,0.17073933938402625,0.98674,0.9769
53,0.14445157992137803,0.17129871635194038,0.98708,0.9769
54,0.1441525301612044,0.1713013212787493,0.9866,0.9761
55,0.14684061772503226,0.173711740123022,0.98634,0.977
56,0.1423345374611458,0.1700308738157284,0.9876,0.977
57,0.1418699507194428,0.16907187333028345,0.98832,0.9765
58,0.14282833851193935,0.1705192421230314,0.9868,0.9757
59,0.14318751676866467,0.16990040357764077,0.98724,0.9759
60,0.1430173849615582,0.17093480411939319,0.98674,0.9755
61,0.14292318918680935,0.169103601852746,0.9875,0.9764
62,0.14161089153610612,0.16845026804228766,0.98764,0.9772
63,0.14224917421128538,0.16956018713979662,0.98724,0.9775
64,0.1416684689618949,0.16924986564824934,0.98752,0.9765
65,0.14162849700160332,0.16843079979062578,0.98836,0.9773
66,0.1422580151180925,0.16840612886601405,0.98806,0.9777
67,0.14208859999212645,0.16817246594259003,0.98794,0.977
68,0.14097650586404079,0.1687971673365509,0.98804,0.9768
69,0.14189831675472625,0.1692739502647029,0.98758,0.9758
70,0.14142447764634317,0.16820249236393778,0.98812,0.978
71,0.14209275212944522,0.16836940508516954,0.9886,0.9781
72,0.14091793008704867,0.16812465162475604,0.9879,0.9776
73,0.14099389599043224,0.16832064167893324,0.98796,0.9774
74,0.14247637923783846,0.16958492431200392,0.98762,0.9761
75,0.14083654774530574,0.1679056790194027,0.9881,0.9776
76,0.1404612674768324,0.16864145173626605,0.98854,0.9779
