,train_loss,validation_loss,train_accuracy,validation_accuracy
0,2.0330950946401294,2.027535417757704,0.45826,0.4612
1,1.0040377285304483,0.9741520841579291,0.75928,0.78
2,0.6547558125126876,0.6162164853098597,0.8305,0.8493
3,0.5284218813550746,0.49136396490799894,0.8613,0.8747
4,0.4645446374597221,0.429672680377401,0.8744,0.8852
5,0.4261261228482087,0.3933401518237736,0.88422,0.8937
6,0.40018513765045693,0.36945531292344796,0.88942,0.8989
7,0.38154583036189715,0.35166841267475707,0.89426,0.9036
8,0.3656320003746133,0.33786352756539606,0.89714,0.9069
9,0.35343221756931426,0.32675577263004313,0.90116,0.9096
10,0.3437404547806971,0.31814215749820246,0.90392,0.9114
11,0.3345576292555102,0.31021747806895156,0.90592,0.9132
12,0.3271922514193823,0.30311019644762227,0.90798,0.915
13,0.32044530235783225,0.29742663767478245,0.90932,0.9165
14,0.3147383490200859,0.29314159463302064,0.91094,0.9183
15,0.30909070139915523,0.28726468531905586,0.91272,0.9194
16,0.30404376311434933,0.2833557049441035,0.91416,0.9207
17,0.29929619327861323,0.27895731181160605,0.9159,0.9222
18,0.2948483285182884,0.27586289758193105,0.91696,0.9225
19,0.2904844035937987,0.27198830442030275,0.9182,0.9232
20,0.2867529801725411,0.2694504127759243,0.91954,0.9242
21,0.2829224680980376,0.26604813220440954,0.91962,0.9247
22,0.27893546056827306,0.26225547268899924,0.9212,0.9268
23,0.2756941931310832,0.26015390533696203,0.9225,0.9266
24,0.2719286652705126,0.25722221916389554,0.92334,0.9272
25,0.26822345720583046,0.25404889808569825,0.92396,0.9288
26,0.26497237149062774,0.2521067821886635,0.92522,0.929
27,0.261634783343658,0.24891219412624582,0.9259,0.9305
28,0.2578678681170283,0.24523196362593727,0.9275,0.9316
29,0.25484053082802594,0.24286305339901187,0.92816,0.9326
30,0.25139719865774346,0.24016510734832516,0.9295,0.9335
31,0.24840654052572872,0.23783713361157072,0.9299,0.9328
32,0.24520259847033982,0.2351054621992961,0.93078,0.935
33,0.24215471919818274,0.23258608300652042,0.93232,0.9358
34,0.23994893289654273,0.231026637579778,0.93204,0.9362
35,0.23740112652018353,0.22927175757101517,0.93354,0.9365
36,0.23436226459213103,0.22626191693212488,0.934,0.9379
37,0.23172362134828514,0.2244698129307332,0.93508,0.9389
38,0.22915060942541468,0.22218664904270968,0.93558,0.9395
39,0.22710393974644194,0.21990869954202621,0.9357,0.939
40,0.22459482143320747,0.2184038798977706,0.937,0.9393
41,0.22171189731421245,0.215668910310916,0.93764,0.9411
42,0.21972933899403466,0.21412794063385918,0.9382,0.9418
43,0.21737651783014053,0.2124177582232382,0.93868,0.9426
44,0.21560989425598978,0.2108689116075022,0.93928,0.9429
45,0.21303421194436123,0.2087268225579773,0.94028,0.9439
46,0.210996963764068,0.20745304539540121,0.94062,0.9445
47,0.20943606101625614,0.2058571551258107,0.94104,0.9444
48,0.2072402791670966,0.20419417325908826,0.94148,0.9451
49,0.2053768415159581,0.20316634340710543,0.94218,0.945
50,0.20302435451914908,0.20092859369506083,0.94252,0.9459
51,0.20109257229895688,0.19936522742508409,0.94314,0.9475
52,0.19930729749646087,0.1978901580535922,0.94426,0.948
53,0.19760367502186596,0.19614595401666785,0.9441,0.9471
54,0.1957693592863028,0.19553024077006478,0.94442,0.9475
55,0.19407078340797546,0.19398563941213895,0.9452,0.9476
56,0.1921186507934405,0.19220004465789975,0.9461,0.9492
57,0.19063702697298862,0.1908223818727211,0.94648,0.949
58,0.18930549110662592,0.18983963305649107,0.94694,0.9496
59,0.18707638411271788,0.18828879004890106,0.94728,0.9497
60,0.1853312966274764,0.1863602964030343,0.9479,0.9505
61,0.18433097165671228,0.18599925793432678,0.94786,0.9502
62,0.18211552012679724,0.18443047867446621,0.94878,0.9506
63,0.1804438217045516,0.1831390373675344,0.94936,0.9516
64,0.1790187669356038,0.18218548656320263,0.94988,0.9518
65,0.1772506615805325,0.1807083826075471,0.95026,0.9522
66,0.17559243205692032,0.17869798324779726,0.95068,0.9524
67,0.1743181312673857,0.1777219350941384,0.95114,0.953
68,0.17270240126390585,0.17678227983743644,0.95134,0.9526
69,0.17087771930829568,0.17592437315623632,0.95202,0.954
70,0.1698223814963441,0.1754380385323271,0.95254,0.9533
71,0.16797306883179783,0.17355792377918328,0.95292,0.9541
72,0.1666637401178623,0.17240935712148525,0.95282,0.9548
73,0.165108368886954,0.17169046784238667,0.95352,0.9552
74,0.16367812997008827,0.16995444879905114,0.95448,0.9552
75,0.16196959445906428,0.1689985755232707,0.95464,0.9553
76,0.1611581221128234,0.1687813862459974,0.95484,0.9558
77,0.15929578595853996,0.16678422713601518,0.95546,0.9558
78,0.1577890596884605,0.16584902496837742,0.95602,0.9561
79,0.15650932815045263,0.16456171866226316,0.95638,0.9572
80,0.1548947982257485,0.16333165736476057,0.95662,0.9569
81,0.15392373829433487,0.16335313181653457,0.9571,0.9566
82,0.1523915022027014,0.16177643854863408,0.95776,0.9572
83,0.15124415953019596,0.16022510543186258,0.95798,0.9577
84,0.15018112251943982,0.15954917984056322,0.95796,0.9575
85,0.14878139792525308,0.15810388464981026,0.95862,0.9583
86,0.14771928491492498,0.1574997516532643,0.9594,0.9583
87,0.14676521746786486,0.1579487370273643,0.95932,0.9583
88,0.14529519590904907,0.15590937547311695,0.95964,0.9585
89,0.14383264993084993,0.15485379280811806,0.9597,0.9589
90,0.1428695681379271,0.1548563054409363,0.96088,0.9589
91,0.1421405473358182,0.15312836118126574,0.96066,0.9594
92,0.14122476000357778,0.15386823252472986,0.96118,0.9584
93,0.13954943678592419,0.15222879067705386,0.96162,0.9594
94,0.13823987693737558,0.15076885323354355,0.96208,0.9597
95,0.13721861921053105,0.14944029656664523,0.96206,0.96
96,0.1361577798847505,0.1487161608328622,0.96262,0.9607
97,0.13495201495581235,0.14787441515124022,0.96292,0.9602
98,0.13433993447216036,0.14679736179871702,0.96296,0.96
99,0.13304953063267302,0.1464227556624004,0.96338,0.9611
100,0.13205830337410213,0.1452039227911742,0.96362,0.9613
101,0.1310046692862893,0.1450960509445374,0.96402,0.9612
102,0.13003429372621475,0.14442885445349565,0.96434,0.9613
103,0.12891382112701982,0.14334472506551663,0.96464,0.9617
104,0.12815688020914776,0.1432224917374098,0.96482,0.961
105,0.12708342660299296,0.14220222323536952,0.96478,0.9616
106,0.12622956005889546,0.14114390782601913,0.9653,0.9622
107,0.12553542771277806,0.14128450607805837,0.96534,0.9616
108,0.12441790928891462,0.14010912045369522,0.96572,0.962
109,0.12363022965839539,0.1396322963389473,0.96618,0.9616
110,0.12266189221551692,0.13840383609811707,0.96626,0.9624
111,0.12220360695862013,0.13922848560147427,0.96642,0.9623
112,0.12145701603074772,0.13800519593741126,0.96646,0.9624
113,0.12101626242151438,0.13869878937784136,0.96702,0.9627
114,0.11921124240179244,0.13607041820302362,0.96736,0.9632
115,0.11859677432063663,0.13587821506087602,0.96748,0.963
116,0.11763081197852486,0.13491654790219645,0.96784,0.9634
117,0.11686405864632757,0.13464352957463796,0.96812,0.9637
118,0.11602122600414463,0.13360140192359637,0.96826,0.9639
119,0.11527938288942814,0.133312338529109,0.96856,0.9639
