,train_loss,validation_loss,train_accuracy,validation_accuracy
0,1.8278958650795765,1.8194249188040998,0.6363,0.6538
1,0.9042250251568418,0.8697489040124305,0.78738,0.8068
2,0.6630069655247451,0.6242086610943568,0.84236,0.858
3,0.5706366324982264,0.5332191016465659,0.8687,0.8811
4,0.5232399615760224,0.48829943459868125,0.87972,0.8909
5,0.4944805922002921,0.4617295133212971,0.88826,0.9002
6,0.4770545471225406,0.4462258542461802,0.89222,0.9022
7,0.46332385380282415,0.433807013442174,0.89734,0.9055
8,0.4538135567567659,0.42544969332777327,0.89948,0.9067
9,0.44566192670337423,0.418565515267269,0.90272,0.9103
10,0.43958395379034626,0.4133385642092683,0.9048,0.9119
11,0.43433928419918905,0.40941339166167945,0.90606,0.9127
12,0.4294128617241777,0.40466475727942397,0.90768,0.9152
13,0.4253293905776522,0.40057491531738865,0.90968,0.9174
14,0.42162473585954613,0.39816850279970534,0.91152,0.9181
15,0.4181361440206121,0.39527204497466367,0.91226,0.9188
16,0.4158238136024271,0.3945716806344034,0.91366,0.9181
17,0.41238448101492975,0.3909335845002581,0.91476,0.9206
18,0.40944561001487934,0.3883284151181416,0.9159,0.9212
19,0.4072956266270282,0.38707159590002693,0.9169,0.9224
20,0.40462235316370243,0.3849587803499351,0.91872,0.9233
21,0.4024113825686699,0.3834623308324293,0.91944,0.925
22,0.4004440021409976,0.38193372614171733,0.9201,0.9249
23,0.3984512215002881,0.3801569613462988,0.9215,0.926
24,0.39649669445772134,0.3788106190754914,0.92196,0.9274
25,0.3943474812946034,0.3771161943802681,0.92346,0.9275
26,0.3924388709985854,0.3753801833386333,0.92364,0.9282
27,0.390347835285425,0.3734845895574939,0.92464,0.93
28,0.3884316639362552,0.37233085034631097,0.9253,0.9305
29,0.3867215678162744,0.3711368498665928,0.92608,0.9298
30,0.3847089159829753,0.3691783091127015,0.9274,0.9317
31,0.38278190869773343,0.3673843234437455,0.92856,0.9322
32,0.38139835409340883,0.36651714661921847,0.92926,0.933
33,0.3796699554528309,0.3654129868918982,0.9297,0.9345
34,0.3780448566923071,0.36398089536599026,0.93048,0.9346
35,0.37662060786337354,0.36266334543508894,0.93166,0.9352
36,0.37504384531131607,0.3611678016119679,0.93154,0.9358
37,0.3738821853959592,0.36027005101569126,0.93318,0.9363
38,0.3721182511902319,0.35898905409133963,0.9334,0.9369
39,0.37095706098577347,0.3577958125380415,0.93418,0.9374
40,0.36972167282118623,0.3570038696873404,0.93542,0.9384
41,0.36840419825207543,0.356050943484409,0.93638,0.9381
42,0.367177145900323,0.35493604448863036,0.93566,0.9393
43,0.3656929322772443,0.35375257967801,0.93674,0.9396
44,0.36449675311798274,0.3528536400869748,0.93768,0.9406
45,0.36331961685079434,0.3518670468585457,0.9381,0.9414
46,0.3625253881390575,0.35092120868014254,0.9388,0.942
47,0.3614607072840633,0.3499539215844627,0.93916,0.943
48,0.36019508965175817,0.34934069570661896,0.93988,0.9432
49,0.35934715994837424,0.34857620483544915,0.94024,0.9439
50,0.35813345348745795,0.3475930325452707,0.94134,0.9442
51,0.3576258362593078,0.3472443457051147,0.94118,0.9455
52,0.3567211204187169,0.34659334405423775,0.94216,0.9456
53,0.35558901595103115,0.3451932915976619,0.9418,0.9463
54,0.35481274046900413,0.34498510165202756,0.94286,0.9469
55,0.3543309789266245,0.34443433195408013,0.94274,0.948
56,0.3534666020244903,0.3439527754035112,0.94286,0.9471
57,0.35242101520126295,0.3433062600269103,0.94366,0.9474
58,0.3522234207046163,0.34361219649844715,0.94342,0.9469
59,0.3510856015924611,0.3419440381182769,0.94442,0.9494
60,0.3507478080717965,0.341811372769138,0.94504,0.949
61,0.3497231178251095,0.340867445398668,0.9447,0.9494
62,0.34912569599380466,0.34065777117237683,0.94524,0.9486
63,0.34852161296258316,0.339812717851199,0.94516,0.9502
64,0.34801439512084625,0.33961906597126457,0.9459,0.9501
65,0.347140901385451,0.338759426723458,0.94642,0.9505
66,0.34693927474940284,0.33891642113618925,0.94594,0.9505
67,0.34662338277069915,0.3385250388942391,0.94642,0.9512
68,0.3456511948698319,0.33757284475113675,0.94722,0.9503
69,0.34522556037506125,0.33782839865507147,0.94732,0.9503
70,0.3445853082427228,0.3373759026642751,0.94748,0.9511
71,0.344329547613641,0.33711039020272787,0.94786,0.9522
72,0.3438146450318505,0.3362115251597552,0.94754,0.952
73,0.34318487232408657,0.33630315421395873,0.94822,0.9523
74,0.3429529289531613,0.33593854861726263,0.94888,0.9522
75,0.342256777571608,0.33529481049245236,0.9491,0.9526
76,0.34181059025845384,0.33461076934595624,0.94904,0.9527
77,0.3415721105315388,0.33487036847371054,0.94948,0.9538
78,0.34121957656507457,0.3343294597988893,0.94918,0.9539
79,0.3409957264143638,0.3345253856219063,0.94946,0.954
80,0.34038902728891574,0.3337483764552648,0.9502,0.9544
81,0.34001034411134584,0.33366195007941474,0.95078,0.9547
82,0.33952394693425036,0.3328156920981394,0.95066,0.9548
